"","ERG_d_ITN0","ERG_r_ITN0","gamman","bioassay_surv","gamman2"
"71",0.492991748664586,0.50268814948575,3.20889439255747,0.7,3.80871490794686
"72",0.491991167945182,0.503624149052736,3.19112323079027,0.71,3.80871490794686
"73",0.490948033545123,0.504599426303123,3.17270670426195,0.72,3.80871490794686
"74",0.489859029167907,0.505617008668459,3.15359987439276,0.73,3.80871490794686
"75",0.488720451009647,0.506680273943266,3.1337529914878,0.74,3.80871490794686
"76",0.487528146035198,0.507793005609419,3.11311078126685,0.75,3.80871490794686
"77",0.486277437571319,0.508959459437838,3.09161159338098,0.76,3.80871490794686
"78",0.484963034972389,0.510184444230815,3.0691863784083,0.77,3.80871490794686
"79",0.483578923105939,0.511473420451889,3.04575744987666,0.78,3.80871490794686
"80",0.48211822602285,0.512832621699303,3.02123697437682,0.79,3.80871490794686
"81",0.480573037257174,0.514269205655189,2.9955251143144,0.8,3.80871490794686
"82",0.478934206496013,0.515791443498826,2.96850772207712,0.81,3.80871490794686
"83",0.477191068491208,0.517408960135411,2.94005344798384,0.82,3.80871490794686
"84",0.4753310944561,0.519133042473391,2.91001007209574,0.83,3.80871490794686
"85",0.473339437848426,0.520977040200615,2.87819979352403,0.84,3.80871490794686
"86",0.471198333818718,0.522956894400183,2.84441309685225,0.85,3.80871490794686
"87",0.468886292064547,0.525091846157747,2.80840064143105,0.86,3.80871490794686
"88",0.466376991796827,0.527405403930421,2.76986234752033,0.87,3.80871490794686
"89",0.463637736782881,0.529926691822719,2.72843241631464,0.88,3.80871490794686
"90",0.460627242685202,0.532692373943668,2.68365829563942,0.89,3.80871490794686
"91",0.457292378417471,0.535749477678617,2.63497035430188,0.9,3.80871490794686
"92",0.453563207189285,0.539159671821739,2.5816367839832,0.91,3.80871490794686
"93",0.449345139566685,0.543006003651045,2.5226940067979,0.92,3.80871490794686
"94",0.444505914243795,0.547404015256013,2.4568343544813,0.93,3.80871490794686
"95",0.43885268897612,0.552521179235333,2.3822143907663,0.94,3.80871490794686
"96",0.432088582985839,0.558613488319425,2.29610363661798,0.95,3.80871490794686
"97",0.423721579418927,0.566101448757725,2.19417677974463,0.96,3.80871490794686
"98",0.412844753303561,0.57575127012818,2.0688839994528,0.97,3.80871490794686
"99",0.397478007778108,0.589208958816982,1.90484383782125,0.98,3.80871490794686
"100",0.371632977155703,0.611322461590418,1.65987664328187,0.99,3.80871490794686
"101",0.18801595624108,0.737304703885344,0.659360334321908,1,2
